item_id,text,label
'575741041631956992',category D storm barrels toward islands tropical cyclone pam one of the strongest storms seen in the south httpAddress httpAddress,__lable__1
'575741048644890624',rt usrId selling fave guitar for zo s aid flight to httpAddress 90 usa fender strat httpAddress 2k firm #withvanuatu #cyclonepam httpAddress,__lable__4
'575741183403638785',httpAddress vanuatu s president makes a leap in tying cyclone pam to climate httpAddress #top stories usrId,__lable__1
'575741295991238657',usrId thanks for your support now to the cyclone taylor cup provincials next weekend in mission,__lable__5
'575741326827765760',monster cyclone strikes a heavy toll in vanuatu more than 100 00 people are likely homeless schools have .. httpAddress,__lable__3
'575741345903550464',rt usrId reaching children in remote communities after cyclone pam unicef uk blog httpAddress,__lable__1
'575741347417563136',can corporate employees help entrepreneurs ? httpAddress #entrepreneur #business #career #succes,__lable__4
'575741376022757376',rt usrId the red cross is appealing for help for those in #vanuatu hit by #cyclonepam httpAddress #charitysunday httpAddress,__lable__5
'575741392187695104',japan to send emergency relief supplies to cyclone hit vanuatu httpAddress,__lable__5
'575741426706874369',rt usrId vanuatu school appeals for books reuters httpAddress #books httpAddress,__lable__1
'575741440757727232',is this the nastiest x factor judge response httpAddress gt ; gt ; httpAddress timeline #vanuatu #sri lanka #p httpAddress,__lable__4
'575741480926494720',rt usrId government says at least DD canadians in vanuatu during #cyclonepam httpAddress httpAddress,__lable__3
'575741510806806528',rt usrId 1st report private fly over tanna amp ; erramngo trees uprooted no corrugated iron structures standing no roofs on concrete,__lable__2
'575741601026174976',margaret river company hopes to sell vanuatu chocolate within a year despite cyclone damage httpAddress httpAddress,__lable__4
'575741635180560385',. amp ; if pam fxck around amp ; have her on my birthday may 11th ima really spoil her 1 0 3,__lable__4
'575741882564804608',predicted track of ex tropical cyclone httpAddress it crosses the qld httpAddress httpAddress,__lable__1
'575741883089096704',rt usrId today i joined w health minister to announce further support for vanuatu following cyclone pam httpAddress ht,__lable__5
'575741894711320576',tropical cyclone advice number DD issued at 7 30 pm est on friday DD march DD headline cyclone nathan httpAddress httpAddress,__lable__1
'575741909890678784',vanuatu president in cyclone appeal httpAddress,__lable__1
'575741993843888129',cyclone pam agencies investigate reports of dozens of deaths in vanuatu the united nations is checking reports more than DD people ..,__lable__3
'575742029747130368',usrId usrId usrId make #vanuatu devastation caused by #cyclonepam headline news please,__lable__1
'575742105567391744',donate to red cross to help httpAddress httpAddress,__lable__5
'575742122709549056',rt usrId cyclone pam DD confirmed dead as vanuatu president blames climate change the guardian httpAddress #clima,__lable__3
'575742258722512896',dronemaniac rt abc emergency abcemergency drone footage taken by the abc s brant cumming shows #tcpam httpAddress,__lable__1
'575742264065966080',uff !! it caught ; vanuatu president says nation must start anew after cyclone new york times httpAddress httpAddress #gossip,__lable__1
'575742319904886784',rt usrId #cyclonepam leaves death and destruction on its path in the #pacific #us #ap #afp #cnn #world httpAddress http,__lable__3
'575742383683317760',rt usrId foreign minister usrId announces help for vanuatu after cyclone damage deploying medical experts and funding,__lable__5
'575742387604955137',live map of the cyclone httpAddress httpAddress,__lable__1
'575742387604955137',live map of the cyclone httpAddress httpAddress,__lable__1
'575742393078558721',rt usrId our condolences and solidarity go out to the people of #vanuatu over the devastation of httpAddress support is needed usrId,__lable__6
'575742401442000897',rt usrId abc news reporting DD deaths httpAddress httpAddress #cyclonepam #tcpam usrId,__lable__3
'575742414763073537',vanuatu #cnn qld offers cyclone assistance to vanuatu 9news #com #au httpAddress,__lable__5
'575742437664010243',cyclone nathan smashes queensland httpAddress #australia,__lable__1
'575742441384378370',rt usrId let it goo let it goo pam pam pam pam,__lable__4
'575742468735418368',cyclone flattened the landscape in vanuatu s outer islands relief workers saw a flattened landscape and httpAddress httpAddress,__lable__1
'575742469125488640',rt usrId food alert all bottles of maxinutrition cyclone milk 300ml recalled due to choking httpAddress do not drink it . httpAddress,__lable__1
'575742509931884544',rt usrId charity office bake off for #cyclonepam #vanuatu some great food and lots of money raised ! #pbitteam usrId http,__lable__5
'575742520631640064',my prayers for those in vanuatu affected by cyclone httpAddress a beautiful nation httpAddress,__lable__6
'575742522544156672',bola hung around for D days and we had a metre of rain up the coast this thing will be all over in DD hours #cyclonepam,__lable__1
'575742578978590722',vanuatu s people rebuild world httpAddress,__lable__4
'575742581285453824',rt usrId signs of progress in #vanuatu after #cyclonepam but task of rebuilding remains httpAddress httpAddress httpAddress,__lable__5
'575742760080314368',rt usrId hope cyclone fans in louisville thursday for men s game will travel to lexington friday to watch cyclone women play dayton i,__lable__4
'575742872458170368',available as meal exchange at cyclone salad httpAddress,__lable__4
'575742872743337986',enable local women s groups step up gender based violence prevention efforts post cyclone pam httpAddress,__lable__6
'575742877201997825',rt usrId raf plane carrying aid for victims of cyclone pam arrives in vanuatu httpAddress httpAddress,__lable__5
'575743098766098432',oxfaminvanuatu some estimates suggest up to 96 of crops destroyed by #cyclonepam in httpAddress usrId,__lable__2
'575743165484830721',category D cyclone pam hits south pacifics vanuatu islands new york daily news,__lable__1
'575743211353722882',cyclone pam vanuatu s president blames climate change for extreme weather httpAddress,__lable__1
'575743426794242048',kicking bitches out the condo like pam f,__lable__4
'575743437204516864',foreign minister julie bishop vows continuing support in vanuatu after cyclone pam foreign minister julie bishop httpAddress,__lable__6
'575743445697892352',usrId idk pam you tell me a,__lable__4
'575743447753080833',rt usrId vanuatu official nation will run out of food in less than a week httpAddress,__lable__5
'575743513289084928',cyclone pam ploughs through pacific httpAddress,__lable__1
'575743537452449792',category D cyclone heads for vanuatu voice of america httpAddress,__lable__1
'575743610617987073',rt usrId 22 . kibe said na lie tell her to httpAddress i httpAddress we heard pam pam pam ! my legs gave way like a unilag girl who hears your,__lable__4
'575743613423906816',cyclone pam leaves a trail of devastation and death httpAddress,__lable__3
'575743649176231936',rt usrId usrId usrId we did have pam ayres on recently we re the gift that keeps on giving httpAddress,__lable__4
'575743734563934208',vanuatu won t be the last poor country devastated by climate change inaction httpAddress,__lable__1
'575743805443432448',rt usrId category D cyclone pam in the south pacific mtsat 2 infrared amp ; visible image animations httpAddress httpAddress,__lable__1
'575743992769306625',steve mcqueen s DD cyclone motorcycle sells for 775 00 httpAddress httpAddress #love #life,__lable__4
'575744078668636160',latest bbc news on #vanuatu first aid reaches islands ravaged by the httpAddress httpAddress,__lable__5
'575744091402715136',new caledonia 10th anniversary of tjibaou cultural centre sheetlet of 10v httpAddress httpAddress,__lable__4
'575744180418310144',pam russell amp ; susan hamilton talk about our nation in #crisis httpAddress #offbeatbusiness,__lable__4
'575744182482046976',rt usrId the death toll rises on the island of httpAddress sadly cyclone pam is likely to cause more harm in days to httpAddress httpAddress,__lable__3
'575744203646365696',court orders pam transport to pay DD former drivers 447k after violating the americans with disabilities httpAddress httpAddress,__lable__4
'575744225855291392',south pacific cyclone kills dozens httpAddress,__lable__3
'575744254510788608',rt usrId australian tourists relieved to return home from #vanuatu praise response of locals after #cyclonepam httpAddress,__lable__1
'575744357195735041',in vanuatu s hard hit tanna residents cowered from cyclone pam httpAddress,__lable__1
'575744475277864960',rt usrId unosat live map #vanuatu tropical httpAddress satellite image analysis showing effects of #pam httpAddress httpAddress,__lable__2
'575744480051138560',aid effort stepped up after monster vanuatu cyclone suva fiji afp cyclone devastated vanuatu declared httpAddress httpAddress,__lable__5
'575744485264510976',a series of screenshots i captured of cyclone pam forming and heading south from vanuatu to nz httpAddress httpAddress httpAddress,__lable__1
'575744709517185024',nrl combines with unicef on vanuatu appeal,__lable__5
'575744711547228160',rt usrId oscar s dance at jim and pam s wedding makes me laugh every time,__lable__4
'575744731948314625',vanuatu struggles to account for cyclone damage deaths httpAddress via ap #news,__lable__1
'575744795638824960',scottish world bank worker peter wallace helps ravaged islands clean up after cyclone pam httpAddress via usrId,__lable__5
'575744838810796032',rt usrId jim and pam are actual life goals httpAddress,__lable__1
'575744841327493120',is there any point in drying my hair before i cycle to work this morning ? #cyclonepam,__lable__4
'575744860084305920',rt usrId oxfam now preparing to respond to #cyclonepam after it unexpectedly veered west placing number of vanuatus islands dir,__lable__1
